"Node","Type","In_Degree","Out_Degree","Total_Degree"
"Hypertension","exposure",237,98,335
"Alzheimers","outcome",121,23,144
"Disease","regular",2,2,4
"Functional_disorder","regular",2,2,4
"Inflammation","regular",2,2,4
"Symptoms","regular",2,2,4
"Adverse_effects","regular",1,2,3
"Degenerative_abnormality","regular",1,2,3
"Syndrome","regular",2,1,3
"Diabetes","regular",1,2,3
"Hypoxia","regular",1,2,3
"Insulin_Resistance","regular",1,2,3
"Ischemia","regular",1,2,3
"Obesity","regular",1,2,3
"Pathogenesis","regular",1,2,3
"Vascular_Diseases","regular",1,2,3
"Abnormal_renal_function","regular",1,1,2
"Agent","regular",0,2,2
"Amyloid_deposition","regular",1,1,2
"Atrophic","regular",1,1,2
"Cerebral_atrophy","regular",1,1,2
"Cessation_of_life","regular",2,0,2
"Dementia_Vascular","regular",2,0,2
"Diagnosis","regular",2,0,2
"Disability_NOS","regular",2,0,2
"Neurodegenerative_Disorders","regular",1,1,2
"Neurofibrillary_Tangles","regular",1,1,2
"Parkinson_Disease","regular",1,1,2
"Antioxidants","regular",0,2,2
"Atherosclerosis","regular",1,1,2
"Cardiovascular_Diseases","regular",1,1,2
"Cerebrovascular_accident","regular",1,1,2
"Chronic_Kidney_Diseases","regular",1,1,2
"Chronic_inflammation","regular",0,2,2
"Complication","regular",1,1,2
"Contraction","regular",1,1,2
"Diabetes_Mellitus","regular",1,1,2
"Diabetes_Mellitus_Non_Insulin_Dependent","regular",1,1,2
"Diabetic_Nephropathy","regular",1,1,2
"Diet","regular",0,2,2
"Endothelial_dysfunction","regular",1,1,2
"Essential_Hypertension","regular",1,1,2
"Fetal_Growth_Retardation","regular",1,1,2
"Fibrosis","regular",1,1,2
"Genes","regular",0,2,2
"Heart_failure","regular",1,1,2
"Hypertrophy","regular",1,1,2
"Kidney_Diseases","regular",1,1,2
"Kidney_Failure","regular",1,1,2
"Kidney_Failure_Chronic","regular",1,1,2
"Pre_Eclampsia","regular",1,1,2
"Renal_Insufficiency","regular",1,1,2
"Stiffness","regular",1,1,2
"IMPACT_gene","regular",0,2,2
"Inflammatory_Response","regular",0,2,2
"Injection_procedure","regular",0,2,2
"Injury","regular",0,2,2
"Intestinal_Microbiome","regular",0,2,2
"Lipopolysaccharides","regular",0,2,2
"MicroRNAs","regular",0,2,2
"Mutation","regular",0,2,2
"Nitric_Oxide","regular",0,2,2
"Oxidative_Stress","regular",0,2,2
"Pharmaceutical_Preparations","regular",0,2,2
"Polymorphism_Genetic","regular",0,2,2
"Process","regular",0,2,2
"Proteins","regular",0,2,2
"Reactive_Oxygen_Species","regular",0,2,2
"Streptozocin","regular",0,2,2
"Study_models","regular",0,2,2
"Therapeutic_procedure","regular",0,2,2
"Toxic_effect","regular",0,2,2
"imbalance","regular",0,2,2
"receptor","regular",0,2,2
"20_hydroxy_5_8_11_14_eicosatetraenoic_acid","regular",0,1,1
"APP_gene","regular",0,1,1
"APP_protein_human","regular",0,1,1
"ATM_gene_ATM","regular",0,1,1
"Acetate","regular",0,1,1
"Acetylcholinesterase","regular",0,1,1
"Administration_Oral","regular",0,1,1
"Adrenal_Cortex_Hormones","regular",0,1,1
"Adrenal_Gland_Neoplasms","regular",0,1,1
"Adrenergic_Receptor","regular",0,1,1
"Aldosterone","regular",0,1,1
"Aging","regular",1,0,1
"Evaluation","regular",1,0,1
"Evaluation_procedure","regular",1,0,1
"Lewy_Body_Disease","regular",1,0,1
"Memory_Loss","regular",1,0,1
"Senile_Plaques","regular",1,0,1
"Senile_dementia","regular",1,0,1
"Amyloid","regular",0,1,1
"Amyloid_Fibrils","regular",0,1,1
"Amyloid_beta","regular",0,1,1
"Amyloid_beta_Peptides","regular",0,1,1
"Amyloid_beta_Protein_Precursor","regular",0,1,1
"Amyloidosis","regular",0,1,1
"Androgens","regular",0,1,1
"Angiogenesis_Inhibitors","regular",0,1,1
"Angiotensin_II_ANG","regular",0,1,1
"Angiotensins","regular",0,1,1
"Antihypertensive_Agents","regular",0,1,1
"Aortic_coarctation","regular",0,1,1
"Apolipoprotein_E4","regular",0,1,1
"Apolipoprotein_E_APOE","regular",0,1,1
"Arginine","regular",0,1,1
"Argipressin","regular",0,1,1
"Argipressin_AVP","regular",0,1,1
"Atherosclerotic_renal_artery_stenosis","regular",0,1,1
"Autonomic_Dysreflexia","regular",0,1,1
"Banding_procedure","regular",0,1,1
"Bilateral_renal_artery_stenosis","regular",0,1,1
"Blood_Pressure_Monitoring_Ambulatory","regular",0,1,1
"Brain_Injuries","regular",0,1,1
"COVID_19","regular",0,1,1
"Cadmium","regular",0,1,1
"Calcineurin_inhibitor","regular",0,1,1
"Calcium","regular",0,1,1
"Candidate_Disease_Gene","regular",0,1,1
"Catecholamines","regular",0,1,1
"Cerebral_Amyloid_Angiopathy","regular",0,1,1
"Cerebrospinal_Fluid","regular",0,1,1
"Cholesterol","regular",0,1,1
"Chymosin_REN","regular",0,1,1
"Clip","regular",0,1,1
"Clipping","regular",0,1,1
"Closure_by_clamp","regular",0,1,1
"Cocaine","regular",0,1,1
"Compression_procedure","regular",0,1,1
"Congenital_Abnormality","regular",0,1,1
"Conn_Syndrome","regular",0,1,1
"Constriction_procedure","regular",0,1,1
"Contraceptives_Oral","regular",0,1,1
"Copper","regular",0,1,1
"Corticosterone","regular",0,1,1
"Corticotropin","regular",0,1,1
"Corticotropin_POMC","regular",0,1,1
"Cushing_Syndrome","regular",0,1,1
"Cyclosporine","regular",0,1,1
"DNA_Mitochondrial","regular",0,1,1
"DOCA","regular",0,1,1
"Dementia","regular",0,1,1
"Denervation","regular",0,1,1
"Deoxycorticosterone","regular",0,1,1
"Deterioration","regular",0,1,1
"Dexamethasone","regular",0,1,1
"Diet_High_Fat","regular",0,1,1
"Diet_Protein_Restricted","regular",0,1,1
"Dopamine","regular",0,1,1
"Dopamine_Receptor","regular",0,1,1
"Down_Syndrome","regular",0,1,1
"Drinking_Water","regular",0,1,1
"ERCC8_CSH1_HSPA9","regular",0,1,1
"Embolism","regular",0,1,1
"Emotional_Stress","regular",0,1,1
"Endocrine_System_Diseases","regular",0,1,1
"Endopeptidases","regular",0,1,1
"Endothelin","regular",0,1,1
"Endothelin_1","regular",0,1,1
"Enzymes","regular",0,1,1
"Epinephrine","regular",0,1,1
"Erythropoietin","regular",0,1,1
"Erythropoietin_EPO","regular",0,1,1
"Estrogens","regular",0,1,1
"Ethanol","regular",0,1,1
"Excision","regular",0,1,1
"FRAGMENTS","regular",0,1,1
"Fibromuscular_Dysplasia","regular",0,1,1
"Fluid_overload","regular",0,1,1
"Free_Radicals","regular",0,1,1
"Gene_Mutation","regular",0,1,1
"Glucocorticoid_remediable_aldosteronism","regular",0,1,1
"Glucocorticoids","regular",0,1,1
"Glycogen_Synthase_Kinase_3","regular",0,1,1
"Glycosylation_End_Products_Advanced","regular",0,1,1
"Glycyrrhizic_Acid","regular",0,1,1
"Herpesvirus_1_Human","regular",0,1,1
"Hormones","regular",0,1,1
"Hydrocortisone","regular",0,1,1
"Hydronephrosis","regular",0,1,1
"Hyperaldosteronism","regular",0,1,1
"Hypercalcemia","regular",0,1,1
"Hyperglycemia","regular",0,1,1
"Hyperinsulinism","regular",0,1,1
"Hypernatremia","regular",0,1,1
"Hyperplasia","regular",0,1,1
"Abdominal_compartment_syndrome","regular",1,0,1
"Arteriosclerosis","regular",1,0,1
"Atrial_Fibrillation","regular",1,0,1
"Blood_Pressure","regular",1,0,1
"Brain_Edema","regular",1,0,1
"Brain_hemorrhage","regular",1,0,1
"Cardiac_Hypertrophy","regular",1,0,1
"Cardiac_complication","regular",1,0,1
"Cardiomyopathies","regular",1,0,1
"Cardiovascular_morbidity","regular",1,0,1
"Cerebral_Edema","regular",1,0,1
"Cerebral_Hemorrhage","regular",1,0,1
"Cerebral_hemisphere_hemorrhage","regular",1,0,1
"Cerebrovascular_Disorders","regular",1,0,1
"Chronic_heart_failure","regular",1,0,1
"Congestive_heart_failure","regular",1,0,1
"Coronary_Arteriosclerosis","regular",1,0,1
"Coronary_heart_disease","regular",1,0,1
"Diastolic_dysfunction","regular",1,0,1
"Dissection_of_aorta","regular",1,0,1
"Edema","regular",1,0,1
"Encephalopathies","regular",1,0,1
"End_stage_renal_failure","regular",1,0,1
"Erectile_dysfunction","regular",1,0,1
"Extravasation","regular",1,0,1
"Glomerulosclerosis","regular",1,0,1
"Growth","regular",1,0,1
"Headache","regular",1,0,1
"Heart_Diseases","regular",1,0,1
"Hospital_admission","regular",1,0,1
"Hospitalization","regular",1,0,1
"Hypertension_Pulmonary","regular",1,0,1
"Hypertensive_heart_disease_NOS","regular",1,0,1
"Hypertrophic_Cardiomyopathy","regular",1,0,1
"Hypertrophy_Left_Ventricular","regular",1,0,1
"Infarction","regular",1,0,1
"Intracranial_Hemorrhages","regular",1,0,1
"Ischemic_stroke","regular",1,0,1
"Kidney_Failure_Acute","regular",1,0,1
"Labor_Childbirth","regular",1,0,1
"Lack_of_sensation","regular",1,0,1
"Myocardial_Infarction","regular",1,0,1
"Myocardial_Ischemia","regular",1,0,1
"Myocardial_dysfunction","regular",1,0,1
"Myocardial_fibrosis","regular",1,0,1
"Nephrosclerosis","regular",1,0,1
"Pathological_Dilatation","regular",1,0,1
"Posterior_reversible_encephalopathy_syndrome","regular",1,0,1
"Pregnancy","regular",1,0,1
"Premature_Birth","regular",1,0,1
"Proteinuria","regular",1,0,1
"Pulmonary_Edema","regular",1,0,1
"Purpura_Thrombotic_Thrombocytopenic","regular",1,0,1
"Spastic_syndrome","regular",1,0,1
"Ventricular_Dysfunction_Left","regular",1,0,1
"Ventricular_hypertrophy","regular",1,0,1
"cardiac_arrhythmia","regular",1,0,1
"end_organ_damage","regular",1,0,1
"Hypertension_Renovascular","regular",0,1,1
"Hyperuricemia","regular",0,1,1
"Hypoplasia","regular",0,1,1
"Immobilization","regular",0,1,1
"Immunosuppressive_Agents","regular",0,1,1
"Impaired_cognition","regular",0,1,1
"Inflammasomes","regular",0,1,1
"Infusion_procedures","regular",0,1,1
"Injection","regular",0,1,1
"Insulin","regular",0,1,1
"Intubation_Intratracheal","regular",0,1,1
"Ions","regular",0,1,1
"Iron","regular",0,1,1
"Juxtaglomerular_tumor","regular",0,1,1
"Kidney_Transplantation","regular",0,1,1
"Leptin","regular",0,1,1
"Leptin_LEP","regular",0,1,1
"Licorice","regular",0,1,1
"Ligation","regular",0,1,1
"Lipids","regular",0,1,1
"Liquid_substance","regular",0,1,1
"MAPT","regular",0,1,1
"MAPT_protein_human_MAPT","regular",0,1,1
"Magnesium","regular",0,1,1
"Malnutrition","regular",0,1,1
"Memory_impairment","regular",0,1,1
"Mental_deterioration","regular",0,1,1
"Metabolic_syndrome","regular",0,1,1
"Metals","regular",0,1,1
"Mineralocorticoid_Receptor","regular",0,1,1
"Mineralocorticoids","regular",0,1,1
"Molecule","regular",0,1,1
"NG_Nitroarginine_Methyl_Ester","regular",0,1,1
"NOS3_protein_human_NOS3","regular",0,1,1
"Na_K_Exchanging_ATPase","regular",0,1,1
"Neoplasm","regular",0,1,1
"Neoplasm_Metastasis","regular",0,1,1
"Nephrectomy","regular",0,1,1
"Nerve_Degeneration","regular",0,1,1
"Neurotoxins","regular",0,1,1
"Nicotine","regular",0,1,1
"Nicotinic_Receptors","regular",0,1,1
"Nitric_Oxide_Synthase","regular",0,1,1
"Nitroarginine","regular",0,1,1
"Noise","regular",0,1,1
"Norepinephrine","regular",0,1,1
"Obstruction","regular",0,1,1
"Okadaic_Acid","regular",0,1,1
"Operative_Surgical_Procedures","regular",0,1,1
"Ouabain","regular",0,1,1
"Overweight","regular",0,1,1
"Oxidation","regular",0,1,1
"PS2_protein_alzheimer_associated_PSEN2","regular",0,1,1
"PSEN1","regular",0,1,1
"Paraganglioma","regular",0,1,1
"Pathologic_Processes","regular",0,1,1
"Peptides","regular",0,1,1
"Peptidyl_Dipeptidase_A","regular",0,1,1
"Perinephritis","regular",0,1,1
"Pharmacotherapy","regular",0,1,1
"Phenylephrine","regular",0,1,1
"Pheochromocytoma","regular",0,1,1
"Plasma","regular",0,1,1
"Players","regular",0,1,1
"Potassium","regular",0,1,1
"Pressors","regular",0,1,1
"Prions","regular",0,1,1
"Prostaglandins","regular",0,1,1
"Rare_Diseases","regular",0,1,1
"Recombinant_Erythropoietin","regular",0,1,1
"Renal_Artery_Stenosis","regular",0,1,1
"Renal_artery_occlusion","regular",0,1,1
"Renal_infarction","regular",0,1,1
"Renal_ischaemia","regular",0,1,1
"Renal_vascular_disorders_NOS","regular",0,1,1
"Renin","regular",0,1,1
"Renin_REN","regular",0,1,1
"SUCLA2_gene_SUCLA2","regular",0,1,1
"Saline","regular",0,1,1
"Salts","regular",0,1,1
"Sensory_denervation_disorder","regular",0,1,1
"Serotonin","regular",0,1,1
"Single_Nucleotide_Polymorphism","regular",0,1,1
"Sleep_Apnea_Obstructive","regular",0,1,1
"Sleep_Apnea_Syndromes","regular",0,1,1
"Sodium","regular",0,1,1
"Sodium_Chloride","regular",0,1,1
"Sodium_Chloride_Dietary","regular",0,1,1
"Stenosis","regular",0,1,1
"Stenosis_unspecified","regular",0,1,1
"Steroids","regular",0,1,1
"Stimulus","regular",0,1,1
"Substance","regular",0,1,1
"Sugars","regular",0,1,1
"Superoxides","regular",0,1,1
"TNF_protein_human_TNF","regular",0,1,1
"Tacrolimus","regular",0,1,1
"Takayasu_s_Arteritis","regular",0,1,1
"Testosterone","regular",0,1,1
"Thrombosis","regular",0,1,1
"Tourniquets","regular",0,1,1
"Transplantation","regular",0,1,1
"Traumatic_Brain_Injury","regular",0,1,1
"Unilateral_nephrectomy","regular",0,1,1
"Unilateral_renal_artery_stenosis","regular",0,1,1
"Uric_Acid","regular",0,1,1
"Vasoconstrictor_Agents","regular",0,1,1
"Vasodilation_disorder","regular",0,1,1
"Vasospasm","regular",0,1,1
"Virus","regular",0,1,1
"Vitamin_D_Deficiency","regular",0,1,1
"Water","regular",0,1,1
"Wounds_and_Injuries","regular",0,1,1
"Zinc","regular",0,1,1
"adenoma","regular",0,1,1
"agonists","regular",0,1,1
"alanosine","regular",0,1,1
"aluminum","regular",0,1,1
"aluminum_chloride","regular",0,1,1
"angiotensin_II","regular",0,1,1
"aorta_constriction","regular",0,1,1
"apolipoprotein_E_4_APOE","regular",0,1,1
"arginine_methyl_ester","regular",0,1,1
"beta_site_APP_cleaving_enzyme_1_BACE1","regular",0,1,1
"bevacizumab","regular",0,1,1
"cytokine","regular",0,1,1
"desoxycorticosterone_acetate","regular",0,1,1
"fructose","regular",0,1,1
"galactose","regular",0,1,1
"gamma_secretase","regular",0,1,1
"gene_therapy","regular",0,1,1
"homocysteine","regular",0,1,1
"hydrochloride","regular",0,1,1
"inhibitors","regular",0,1,1
"neuron_loss","regular",0,1,1
"neuronal","regular",0,1,1
"presenilin","regular",0,1,1
"presenilin_1","regular",0,1,1
"presenilin_1_PSEN1","regular",0,1,1
"scopolamine","regular",0,1,1
"sorafenib","regular",0,1,1
"tau_Proteins","regular",0,1,1
"tau_Proteins_MAPT","regular",0,1,1
"vascular_factor","regular",0,1,1
